Number of Beds,Number of Paths,Area of Apartment,Location,Price,Links,Seller Name,Seller Link
4 Beds,3 Baths,180 Sq. M.,"Murooj, Smoha, Alexandria","7,020,000",https://www.bayut.eg/en/property/details-502654441.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
4 Beds,3 Baths,180 Sq. M.,"Murooj, Smoha, Alexandria","7,020,000",https://www.bayut.eg/en/property/details-502654441.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,1 Bath,233 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","12,345,301",https://www.bayut.eg/en/property/details-502653971.html,Manar Helal,https://www.bayut.eg/en/brokers/manar-helal-7f8d3074-316d-445c-8eeb-94ae83699e8b.html
3 Beds,1 Bath,233 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","12,345,301",https://www.bayut.eg/en/property/details-502653971.html,Manar Helal,https://www.bayut.eg/en/brokers/manar-helal-7f8d3074-316d-445c-8eeb-94ae83699e8b.html
3 Beds,3 Baths,222 Sq. M.,"Sawari, Moharam Bik, Alexandria","13,320,000",https://www.bayut.eg/en/property/details-502653509.html,Karim Abd Elrazik,https://www.bayut.eg/en/brokers/karim-abd-elrazik-00000000-3e44-801f-8000-024213371337.html
3 Beds,3 Baths,222 Sq. M.,"Sawari, Moharam Bik, Alexandria","13,320,000",https://www.bayut.eg/en/property/details-502653509.html,Karim Abd Elrazik,https://www.bayut.eg/en/brokers/karim-abd-elrazik-00000000-3e44-801f-8000-024213371337.html
3 Beds,2 Baths,160 Sq. M.,"Sidi Gaber, Alexandria","4,850,000",https://www.bayut.eg/en/property/details-502653499.html,Mohamed Qotp,https://www.bayut.eg/en/brokers/mohamed-qotp-00000000-5029-801f-8000-024213371337.html
3 Beds,2 Baths,160 Sq. M.,"Sidi Gaber, Alexandria","4,850,000",https://www.bayut.eg/en/property/details-502653499.html,Mohamed Qotp,https://www.bayut.eg/en/brokers/mohamed-qotp-00000000-5029-801f-8000-024213371337.html
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","6,860,000",https://www.bayut.eg/en/property/details-502653352.html,Mohamed Eldeeb,https://www.bayut.eg/en/brokers/mohamed-eldeeb-688ee4b5-998b-454b-8136-643901d44adb.html
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","6,860,000",https://www.bayut.eg/en/property/details-502653352.html,Mohamed Eldeeb,https://www.bayut.eg/en/brokers/mohamed-eldeeb-688ee4b5-998b-454b-8136-643901d44adb.html
2 Beds,1 Bath,100 Sq. M.,"Camp Caesar, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502652669.html,Yasser Tag Elden,https://www.bayut.eg/en/brokers/yasser-tag-elden-343e4af8-b5bf-4864-8fc4-fb2288754e5b.html
2 Beds,1 Bath,100 Sq. M.,"Camp Caesar, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502652669.html,Yasser Tag Elden,https://www.bayut.eg/en/brokers/yasser-tag-elden-343e4af8-b5bf-4864-8fc4-fb2288754e5b.html
3 Beds,1 Bath,140 Sq. M.,"Miami, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502652514.html,Mohamed Adel,https://www.bayut.eg/en/brokers/mohamed-adel-00000000-1750-801f-8000-024213371337.html
3 Beds,1 Bath,140 Sq. M.,"Miami, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502652514.html,Mohamed Adel,https://www.bayut.eg/en/brokers/mohamed-adel-00000000-1750-801f-8000-024213371337.html
3 Beds,3 Baths,155 Sq. M.,"Alex West, Agami, Alexandria","6,948,000",https://www.bayut.eg/en/property/details-502655305.html,Mohamed Gaber,https://www.bayut.eg/en/brokers/mohamed-gaber-00000000-4f99-801f-8000-024213371337.html
3 Beds,3 Baths,155 Sq. M.,"Alex West, Agami, Alexandria","6,948,000",https://www.bayut.eg/en/property/details-502655305.html,Mohamed Gaber,https://www.bayut.eg/en/brokers/mohamed-gaber-00000000-4f99-801f-8000-024213371337.html
3 Beds,2 Baths,153 Sq. M.,"Alex West, Agami, Alexandria","7,300,000",https://www.bayut.eg/en/property/details-502655204.html,Abdelrahman Atef,https://www.bayut.eg/en/brokers/abdelrahman-atef-82b88eba-c035-4a1c-a8a6-bbe7ae97733e.html
3 Beds,2 Baths,153 Sq. M.,"Alex West, Agami, Alexandria","7,300,000",https://www.bayut.eg/en/property/details-502655204.html,Abdelrahman Atef,https://www.bayut.eg/en/brokers/abdelrahman-atef-82b88eba-c035-4a1c-a8a6-bbe7ae97733e.html
3 Beds,2 Baths,200 Sq. M.,"Laurent, Alexandria","5,200,000",https://www.bayut.eg/en/property/details-502653731.html,Saad Mohammed,nan
3 Beds,2 Baths,200 Sq. M.,"Laurent, Alexandria","5,200,000",https://www.bayut.eg/en/property/details-502653731.html,Saad Mohammed,nan
2 Beds,1 Bath,100 Sq. M.,"Sidi Beshr, Alexandria","1,800,000",https://www.bayut.eg/en/property/details-502656595.html,Adam Amr,https://www.bayut.eg/en/brokers/adam-amr-00000000-421f-801f-8000-024213371337.html
2 Beds,1 Bath,100 Sq. M.,"Sidi Beshr, Alexandria","1,800,000",https://www.bayut.eg/en/property/details-502656595.html,Adam Amr,https://www.bayut.eg/en/brokers/adam-amr-00000000-421f-801f-8000-024213371337.html
2 Beds,1 Bath,105 Sq. M.,"Nakheel, Alexandria","820,000",https://www.bayut.eg/en/property/details-502656832.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,105 Sq. M.,"Nakheel, Alexandria","820,000",https://www.bayut.eg/en/property/details-502656832.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
4 Beds,2 Baths,400 Sq. M.,"Sporting, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502626210.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
2 Beds,1 Bath,95 Sq. M.,"Sidi Beshr, Alexandria","2,450,000",https://www.bayut.eg/en/property/details-502654767.html,Adel Mohamed,nan
2 Beds,1 Bath,95 Sq. M.,"Sidi Beshr, Alexandria","2,450,000",https://www.bayut.eg/en/property/details-502654767.html,Adel Mohamed,nan
2 Beds,1 Bath,95 Sq. M.,"Sidi Beshr, Alexandria","2,450,000",https://www.bayut.eg/en/property/details-502654767.html,Adel Mohamed,nan
4 Beds,3 Baths,212 Sq. M.,"Murooj, Smoha, Alexandria","12,720,000",https://www.bayut.eg/en/property/details-502679025.html,Tasheed,nan
4 Beds,3 Baths,212 Sq. M.,"Murooj, Smoha, Alexandria","12,720,000",https://www.bayut.eg/en/property/details-502679025.html,Tasheed,nan
3 Beds,2 Baths,214 Sq. M.,"Orouba Skyline, Smoha, Alexandria","10,500,000",https://www.bayut.eg/en/property/details-502654398.html,Mayar Mohamed,nan
3 Beds,2 Baths,214 Sq. M.,"Orouba Skyline, Smoha, Alexandria","10,500,000",https://www.bayut.eg/en/property/details-502654398.html,Mayar Mohamed,nan
3 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,550,000",https://www.bayut.eg/en/property/details-502653692.html,Seif Elryan,https://www.bayut.eg/en/brokers/seif-elryan-00000000-28c7-801f-8000-024213371337.html
3 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,550,000",https://www.bayut.eg/en/property/details-502653692.html,Seif Elryan,https://www.bayut.eg/en/brokers/seif-elryan-00000000-28c7-801f-8000-024213371337.html
3 Beds,2 Baths,170 Sq. M.,"Sporting, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502668266.html,Hadeer Yaser,https://www.bayut.eg/en/brokers/hadeer-yaser-00000000-17a7-801f-8000-024213371337.html
3 Beds,2 Baths,170 Sq. M.,"Sporting, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502668266.html,Hadeer Yaser,https://www.bayut.eg/en/brokers/hadeer-yaser-00000000-17a7-801f-8000-024213371337.html
4 Beds,4 Baths,420 Sq. M.,"King Mariout, Alexandria","6,750,000",https://www.bayut.eg/en/property/details-502662452.html,Waleed,nan
4 Beds,4 Baths,420 Sq. M.,"King Mariout, Alexandria","6,750,000",https://www.bayut.eg/en/property/details-502662452.html,Waleed,nan
3 Beds,2 Baths,205 Sq. M.,"Roushdy, Alexandria","7,000,000",https://www.bayut.eg/en/property/details-502653703.html,Moaaz Tarek,nan
3 Beds,2 Baths,205 Sq. M.,"Roushdy, Alexandria","7,000,000",https://www.bayut.eg/en/property/details-502653703.html,Moaaz Tarek,nan
2 Beds,2 Baths,115 Sq. M.,"Sawari, Moharam Bik, Alexandria","7,030,000",https://www.bayut.eg/en/property/details-502650181.html,Omar Ismail,https://www.bayut.eg/en/brokers/omar-ismail-7da30348-0c91-44da-8c0c-16ce1421fd9e.html
2 Beds,2 Baths,115 Sq. M.,"Sawari, Moharam Bik, Alexandria","7,030,000",https://www.bayut.eg/en/property/details-502650181.html,Omar Ismail,https://www.bayut.eg/en/brokers/omar-ismail-7da30348-0c91-44da-8c0c-16ce1421fd9e.html
5 Beds,2 Baths,280 Sq. M.,"Gianaclis, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502661510.html,Remax Vision 1,nan
5 Beds,2 Baths,280 Sq. M.,"Gianaclis, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502661510.html,Remax Vision 1,nan
2 Beds,1 Bath,110 Sq. M.,"San Stefano, Alexandria","3,300,000",https://www.bayut.eg/en/property/details-502658098.html,Toaa Salah,https://www.bayut.eg/en/brokers/toaa-salah-00000000-330f-801f-8000-024213371337.html
2 Beds,1 Bath,110 Sq. M.,"San Stefano, Alexandria","3,300,000",https://www.bayut.eg/en/property/details-502658098.html,Toaa Salah,https://www.bayut.eg/en/brokers/toaa-salah-00000000-330f-801f-8000-024213371337.html
2 Beds,1 Bath,150 Sq. M.,"Smoha, Alexandria","5,200,000",https://www.bayut.eg/en/property/details-502650286.html,On Group Real Estate,nan
2 Beds,1 Bath,150 Sq. M.,"Smoha, Alexandria","5,200,000",https://www.bayut.eg/en/property/details-502650286.html,On Group Real Estate,nan
3 Beds,2 Baths,216 Sq. M.,"Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502664707.html,Moataz Alafran,https://www.bayut.eg/en/brokers/moataz-alafran-2467c68a-e4ed-459e-9b11-5cf22b70380c.html
3 Beds,2 Baths,216 Sq. M.,"Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502664707.html,Moataz Alafran,https://www.bayut.eg/en/brokers/moataz-alafran-2467c68a-e4ed-459e-9b11-5cf22b70380c.html
2 Beds,2 Baths,130 Sq. M.,"San Stefano, Alexandria","20,000,000",https://www.bayut.eg/en/property/details-502675606.html,علاء بدر,https://www.bayut.eg/en/brokers/%D8%B9%D9%84%D8%A7%D8%A1-%D8%A8%D8%AF%D8%B1-a375aba0-3840-4e45-8070-9560e53b08b9.html
2 Beds,2 Baths,130 Sq. M.,"San Stefano, Alexandria","20,000,000",https://www.bayut.eg/en/property/details-502675606.html,علاء بدر,https://www.bayut.eg/en/brokers/%D8%B9%D9%84%D8%A7%D8%A1-%D8%A8%D8%AF%D8%B1-a375aba0-3840-4e45-8070-9560e53b08b9.html
4 Beds,1 Bath,180 Sq. M.,"Laurent, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-502663495.html,Noha Abd Elwahab,https://www.bayut.eg/en/brokers/noha-abd-elwahab-00000000-181d-801f-8000-024213371337.html
4 Beds,1 Bath,180 Sq. M.,"Laurent, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-502663495.html,Noha Abd Elwahab,https://www.bayut.eg/en/brokers/noha-abd-elwahab-00000000-181d-801f-8000-024213371337.html
3 Beds,1 Bath,176 Sq. M.,"Murooj, Smoha, Alexandria","10,384,000",https://www.bayut.eg/en/property/details-502659781.html,Tasheed,nan
3 Beds,1 Bath,176 Sq. M.,"Murooj, Smoha, Alexandria","10,384,000",https://www.bayut.eg/en/property/details-502659781.html,Tasheed,nan
3 Beds,2 Baths,174 Sq. M.,"Valore, Smoha, Alexandria","8,352,000",https://www.bayut.eg/en/property/details-502650462.html,Ayman Saleh,https://www.bayut.eg/en/brokers/ayman-saleh-00000000-3eb8-801f-8000-024213371337.html
3 Beds,2 Baths,174 Sq. M.,"Valore, Smoha, Alexandria","8,352,000",https://www.bayut.eg/en/property/details-502650462.html,Ayman Saleh,https://www.bayut.eg/en/brokers/ayman-saleh-00000000-3eb8-801f-8000-024213371337.html
3 Beds,3 Baths,222 Sq. M.,"Smoha, Alexandria","13,000,000",https://www.bayut.eg/en/property/details-502650319.html,Salma Saied,https://www.bayut.eg/en/brokers/salma-saied-00000000-4f89-801f-8000-024213371337.html
3 Beds,3 Baths,222 Sq. M.,"Smoha, Alexandria","13,000,000",https://www.bayut.eg/en/property/details-502650319.html,Salma Saied,https://www.bayut.eg/en/brokers/salma-saied-00000000-4f89-801f-8000-024213371337.html
3 Beds,3 Baths,185 Sq. M.,"Smoha, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502650200.html,Mohamed Gaber,https://www.bayut.eg/en/brokers/mohamed-gaber-00000000-4f99-801f-8000-024213371337.html
3 Beds,3 Baths,185 Sq. M.,"Smoha, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502650200.html,Mohamed Gaber,https://www.bayut.eg/en/brokers/mohamed-gaber-00000000-4f99-801f-8000-024213371337.html
3 Beds,1 Bath,176 Sq. M.,"Murooj, Smoha, Alexandria","9,680,000",https://www.bayut.eg/en/property/details-502660302.html,Tasheed,nan
3 Beds,1 Bath,176 Sq. M.,"Murooj, Smoha, Alexandria","9,680,000",https://www.bayut.eg/en/property/details-502660302.html,Tasheed,nan
3 Beds,1 Bath,176 Sq. M.,"Murooj, Smoha, Alexandria","9,680,000",https://www.bayut.eg/en/property/details-502659594.html,Tasheed,nan
3 Beds,1 Bath,176 Sq. M.,"Murooj, Smoha, Alexandria","9,680,000",https://www.bayut.eg/en/property/details-502659594.html,Tasheed,nan
3 Beds,2 Baths,225 Sq. M.,"Laurent, Alexandria","9,200,000",https://www.bayut.eg/en/property/details-502650721.html,Nourhan Salah,https://www.bayut.eg/en/brokers/nourhan-salah-00000000-4f8d-801f-8000-024213371337.html
3 Beds,2 Baths,225 Sq. M.,"Laurent, Alexandria","9,200,000",https://www.bayut.eg/en/property/details-502650721.html,Nourhan Salah,https://www.bayut.eg/en/brokers/nourhan-salah-00000000-4f8d-801f-8000-024213371337.html
3 Beds,2 Baths,178 Sq. M.,"Alex West, Agami, Alexandria","6,052,000",https://www.bayut.eg/en/property/details-502650731.html,El Tourkey Real Estate,nan
3 Beds,2 Baths,178 Sq. M.,"Alex West, Agami, Alexandria","6,052,000",https://www.bayut.eg/en/property/details-502650731.html,El Tourkey Real Estate,nan
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","6,800,000",https://www.bayut.eg/en/property/details-502651142.html,Mariem Sobhy,https://www.bayut.eg/en/brokers/mariem-sobhy-8106ed0c-bfd5-4239-aff9-01cc8f6f34ab.html
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","6,800,000",https://www.bayut.eg/en/property/details-502651142.html,Mariem Sobhy,https://www.bayut.eg/en/brokers/mariem-sobhy-8106ed0c-bfd5-4239-aff9-01cc8f6f34ab.html
2 Beds,3 Baths,119 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","9,715,000",https://www.bayut.eg/en/property/details-502651412.html,Ahmed Zakria,nan
2 Beds,3 Baths,119 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","9,715,000",https://www.bayut.eg/en/property/details-502651412.html,Ahmed Zakria,nan
4 Beds,2 Baths,160 Sq. M.,"Glim, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502618164.html,Amr Eltarawy,https://www.bayut.eg/en/brokers/amr-eltarawy-00000000-3f6b-801f-8000-024213371337.html
5 Beds,3 Baths,354 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","24,200,000",https://www.bayut.eg/en/property/details-502651359.html,Ahmed Elbaz,nan
5 Beds,3 Baths,354 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","24,200,000",https://www.bayut.eg/en/property/details-502651359.html,Ahmed Elbaz,nan
5 Beds,3 Baths,354 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","24,200,000",https://www.bayut.eg/en/property/details-502651359.html,Ahmed Elbaz,nan
2 Beds,2 Baths,101 Sq. M.,"Sawari, Moharam Bik, Alexandria","4,524,000",https://www.bayut.eg/en/property/details-502651321.html,Simon Rashad,nan
2 Beds,2 Baths,101 Sq. M.,"Sawari, Moharam Bik, Alexandria","4,524,000",https://www.bayut.eg/en/property/details-502651321.html,Simon Rashad,nan
3 Beds,2 Baths,227 Sq. M.,"Alex West, Agami, Alexandria","6,600,000",https://www.bayut.eg/en/property/details-502651108.html,Youstina Gendy,nan
3 Beds,2 Baths,227 Sq. M.,"Alex West, Agami, Alexandria","6,600,000",https://www.bayut.eg/en/property/details-502651108.html,Youstina Gendy,nan
3 Beds,3 Baths,234 Sq. M.,"Valore Antoniades, Smoha, Alexandria","9,360,000",https://www.bayut.eg/en/property/details-502651087.html,Abanoub Osama,nan
3 Beds,3 Baths,234 Sq. M.,"Valore Antoniades, Smoha, Alexandria","9,360,000",https://www.bayut.eg/en/property/details-502651087.html,Abanoub Osama,nan
3 Beds,3 Baths,202 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,157,000",https://www.bayut.eg/en/property/details-502651021.html,Ahmed Zakria,nan
3 Beds,3 Baths,202 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,157,000",https://www.bayut.eg/en/property/details-502651021.html,Ahmed Zakria,nan
4 Beds,3 Baths,288 Sq. M.,"Murooj, Smoha, Alexandria","12,084,000",https://www.bayut.eg/en/property/details-502650787.html,Ahmed Elbaz,nan
4 Beds,3 Baths,288 Sq. M.,"Murooj, Smoha, Alexandria","12,084,000",https://www.bayut.eg/en/property/details-502650787.html,Ahmed Elbaz,nan
3 Beds,2 Baths,330 Sq. M.,"Orouba Skyline, Smoha, Alexandria","15,500,000",https://www.bayut.eg/en/property/details-502650698.html,Manar Helal,https://www.bayut.eg/en/brokers/manar-helal-7f8d3074-316d-445c-8eeb-94ae83699e8b.html
3 Beds,2 Baths,330 Sq. M.,"Orouba Skyline, Smoha, Alexandria","15,500,000",https://www.bayut.eg/en/property/details-502650698.html,Manar Helal,https://www.bayut.eg/en/brokers/manar-helal-7f8d3074-316d-445c-8eeb-94ae83699e8b.html
3 Beds,2 Baths,125 Sq. M.,"Sidi Beshr, Alexandria","2,800,000",https://www.bayut.eg/en/property/details-502650692.html,Abdelrhman Kamal,https://www.bayut.eg/en/brokers/abdelrhman-kamal-00000000-3e07-801f-8000-024213371337.html
3 Beds,2 Baths,125 Sq. M.,"Sidi Beshr, Alexandria","2,800,000",https://www.bayut.eg/en/property/details-502650692.html,Abdelrhman Kamal,https://www.bayut.eg/en/brokers/abdelrhman-kamal-00000000-3e07-801f-8000-024213371337.html
4 Beds,3 Baths,219 Sq. M.,"Murooj, Smoha, Alexandria","10,950,000",https://www.bayut.eg/en/property/details-502650673.html,Ahmed Elbaz,nan
4 Beds,3 Baths,219 Sq. M.,"Murooj, Smoha, Alexandria","10,950,000",https://www.bayut.eg/en/property/details-502650673.html,Ahmed Elbaz,nan
4 Beds,3 Baths,354 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","30,421,000",https://www.bayut.eg/en/property/details-502650516.html,Ahmed Elbaz,nan
4 Beds,3 Baths,354 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","30,421,000",https://www.bayut.eg/en/property/details-502650516.html,Ahmed Elbaz,nan
2 Beds,1 Bath,115 Sq. M.,"Sidi Beshr, Alexandria","2,200,000",https://www.bayut.eg/en/property/details-502650314.html,Waleed Atef,nan
2 Beds,1 Bath,115 Sq. M.,"Sidi Beshr, Alexandria","2,200,000",https://www.bayut.eg/en/property/details-502650314.html,Waleed Atef,nan
4 Beds,3 Baths,187 Sq. M.,"Murooj, Smoha, Alexandria","10,846,000",https://www.bayut.eg/en/property/details-502664190.html,Dee Properties,nan
4 Beds,3 Baths,187 Sq. M.,"Murooj, Smoha, Alexandria","10,846,000",https://www.bayut.eg/en/property/details-502664190.html,Dee Properties,nan
2 Beds,1 Bath,59 Sq. M.,"Sidi Beshr, Alexandria","950,000",https://www.bayut.eg/en/property/details-502651983.html,محمد عادل,nan
2 Beds,1 Bath,59 Sq. M.,"Sidi Beshr, Alexandria","950,000",https://www.bayut.eg/en/property/details-502651983.html,محمد عادل,nan
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","980,000",https://www.bayut.eg/en/property/details-502651967.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","980,000",https://www.bayut.eg/en/property/details-502651967.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,3 Baths,250 Sq. M.,"Maamoura, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502651933.html,محمد عادل,nan
